# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 7.610682373046875000e+02 3.904181718826293945e+00 7.616217651367187500e+02 3.907510280609130859e+00
1.000000000000000000e+03 5.801977157592773438e+00 7.230085134506225586e-01 5.687393188476562500e+00 7.218267321586608887e-01
2.000000000000000000e+03 3.719770908355712891e+00 6.683848500251770020e-01 3.608760356903076172e+00 6.654613614082336426e-01
3.000000000000000000e+03 2.705744028091430664e+00 6.472857594490051270e-01 2.600021839141845703e+00 6.410512924194335938e-01
4.000000000000000000e+03 2.027304887771606445e+00 6.331701278686523438e-01 1.931289672851562500e+00 6.227436661720275879e-01
5.000000000000000000e+03 1.454617857933044434e+00 5.800508260726928711e-01 1.375838160514831543e+00 5.665163993835449219e-01
6.000000000000000000e+03 1.044911980628967285e+00 4.698750674724578857e-01 9.886484146118164062e-01 4.560891091823577881e-01
7.000000000000000000e+03 6.533436179161071777e-01 3.561527132987976074e-01 6.176385283470153809e-01 3.450433015823364258e-01
8.000000000000000000e+03 4.133367240428924561e-01 3.029620945453643799e-01 3.912778794765472412e-01 2.923381924629211426e-01
9.000000000000000000e+03 2.574290037155151367e-01 2.677822709083557129e-01 2.451920956373214722e-01 2.579331696033477783e-01
1.000000000000000000e+04 1.515632569789886475e-01 2.147096842527389526e-01 1.466757953166961670e-01 2.073850035667419434e-01
1.100000000000000000e+04 9.506358206272125244e-02 1.832816451787948608e-01 9.336928278207778931e-02 1.807596385478973389e-01
1.200000000000000000e+04 6.834400445222854614e-02 9.842696040868759155e-02 6.801827996969223022e-02 9.642510861158370972e-02
1.300000000000000000e+04 4.238367825746536255e-02 7.399106025695800781e-02 4.230345040559768677e-02 7.248993963003158569e-02
1.400000000000000000e+04 5.457603931427001953e-02 1.339256316423416138e-01 5.450923740863800049e-02 1.331258863210678101e-01
1.500000000000000000e+04 4.258456081151962280e-02 6.233184039592742920e-02 4.254715144634246826e-02 6.191137805581092834e-02
1.600000000000000000e+04 2.893235161900520325e-02 3.802426159381866455e-02 2.890861034393310547e-02 3.776648268103599548e-02
1.700000000000000000e+04 2.274850942194461823e-02 3.402384370565414429e-02 2.273020707070827484e-02 3.387469798326492310e-02
1.800000000000000000e+04 2.162125147879123688e-02 2.452508546411991119e-02 2.161679044365882874e-02 2.441532909870147705e-02
1.900000000000000000e+04 4.162502661347389221e-02 2.751497179269790649e-02 4.162374883890151978e-02 2.745358832180500031e-02
2.000000000000000000e+04 1.120086666196584702e-02 1.439712010324001312e-02 1.119204144924879074e-02 1.433912944048643112e-02
2.100000000000000000e+04 9.352719411253929138e-03 1.082105375826358795e-02 9.342812933027744293e-03 1.077799499034881592e-02
2.200000000000000000e+04 8.334457874298095703e-02 2.424406632781028748e-02 8.345589041709899902e-02 2.422684431076049805e-02
2.300000000000000000e+04 6.125416141003370285e-03 7.139082998037338257e-03 6.122728344053030014e-03 7.114315405488014221e-03
2.400000000000000000e+04 2.522292919456958771e-02 6.584253627806901932e-03 2.523913234472274780e-02 6.567467935383319855e-03
2.500000000000000000e+04 4.394616000354290009e-03 4.610239528119564056e-03 4.394513554871082306e-03 4.596358165144920349e-03
2.600000000000000000e+04 3.970153164118528366e-03 4.603077657520771027e-03 3.970894031226634979e-03 4.592309705913066864e-03
2.700000000000000000e+04 3.851004643365740776e-03 4.993143025785684586e-03 3.852255409583449364e-03 4.985024221241474152e-03
2.800000000000000000e+04 3.318182425573468208e-03 3.827494103461503983e-03 3.320245072245597839e-03 3.819063771516084671e-03
2.900000000000000000e+04 3.661894425749778748e-02 3.499411046504974365e-02 3.663837164640426636e-02 3.500476852059364319e-02
3.000000000000000000e+04 2.604456385597586632e-03 2.563254209235310555e-03 2.606289228424429893e-03 2.555956132709980011e-03
3.100000000000000000e+04 2.998037729412317276e-03 3.319854149594902992e-03 3.002661047503352165e-03 3.314693691208958626e-03
3.200000000000000000e+04 2.249219687655568123e-03 2.226194133982062340e-03 2.251510974019765854e-03 2.220261842012405396e-03
3.300000000000000000e+04 4.986755922436714172e-02 1.388838794082403183e-02 4.984472692012786865e-02 1.388355251401662827e-02
3.400000000000000000e+04 5.275940895080566406e-02 3.663335368037223816e-02 5.283028259873390198e-02 3.664289414882659912e-02
3.500000000000000000e+04 1.805814448744058609e-03 1.804896979592740536e-03 1.808062545023858547e-03 1.800768543034791946e-03
3.600000000000000000e+04 9.264783933758735657e-03 4.520902875810861588e-03 9.283487685024738312e-03 4.519732203334569931e-03
3.700000000000000000e+04 7.222373504191637039e-03 4.219575785100460052e-03 7.208180613815784454e-03 4.216926638036966324e-03
3.800000000000000000e+04 1.456240657716989517e-03 2.410058164969086647e-03 1.455051125958561897e-03 2.407352207228541374e-03
3.900000000000000000e+04 7.291268557310104370e-03 3.591942600905895233e-03 7.293605711311101913e-03 3.585981903597712517e-03
4.000000000000000000e+04 8.603564463555812836e-03 1.991894561797380447e-03 8.626704104244709015e-03 1.988985342904925346e-03
4.100000000000000000e+04 7.393145933747291565e-03 3.128283424302935600e-03 7.397926412522792816e-03 3.130393102765083313e-03
4.200000000000000000e+04 5.958135239779949188e-03 2.198038855567574501e-03 5.972550716251134872e-03 2.197484252974390984e-03
4.300000000000000000e+04 2.256985753774642944e-03 1.191048999316990376e-03 2.256930805742740631e-03 1.188192982226610184e-03
4.400000000000000000e+04 1.078025810420513153e-02 6.008136086165904999e-03 1.080456934869289398e-02 6.009652279317378998e-03
4.500000000000000000e+04 5.373714957386255264e-03 1.549015520140528679e-03 5.377175752073526382e-03 1.545993844047188759e-03
4.600000000000000000e+04 1.670105941593647003e-02 9.662108495831489563e-03 1.669283770024776459e-02 9.666352532804012299e-03
